Date,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase/Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase/Sales
23-10-2008,1971.52,2783.21,-811.69,1269.1,649.19,619.91
24-10-2008,2253.1,3684.66,-1431.56,1393.99,879.73,514.26
27-10-2008,1683.23,2710.53,-1027.3,1414.57,498.39,916.18
28-10-2008,98.02,167.2,-69.18,33.99,9.21,24.78
29-10-2008,2684.02,3990.37,-1306.35,1410.76,671.1,739.66
31-10-2008,4129.22,2892.01,1237.21,1184.64,1300.74,-116.1
01-11-2008,3807.29,3699.89,107.4,1298.51,1296.59,1.92
02-11-2008,5248.04,6516.71,-1268.67,1350.58,1372.85,-22.27
03-11-2008,4541.54,5080.78,-539.24,1433.67,1130.31,303.36
04-11-2008,2606.18,2779.18,-173,1067.31,741.27,326.04
06-11-2008,3768.09,3985.36,-217.27,1158.45,611.98,546.47
07-11-2008,2253.62,2721.29,-467.67,933.74,719,214.74
08-11-2008,2930.77,2650.16,280.61,1162.37,657.07,505.3
09-11-2008,2232.48,3739.44,-1506.96,1287.47,700.88,586.59
11-11-2008,1349.1,1720.05,-370.95,854.95,625.83,229.12
12-11-2008,2051.21,1607.03,444.18,774.35,789.72,-15.37
14-11-2008,2111.78,2923.3,-811.52,645.7,670.85,-25.15
17-11-2008,1583.66,2104.82,-521.16,691.46,869.69,-178.23
18-11-2008,1118.71,1560.3,-441.59,947.18,488.58,458.6
19-11-2008,1845.35,2110.33,-264.98,836.97,641.26,195.71
20-11-2008,998.23,1761.17,-762.94,1002.66,575.71,426.95
21-11-2008,1081.08,1786.64,-705.56,814.41,768.19,46.22
24-11-2008,1051.76,1612.59,-560.83,804.31,579.41,224.9
25-11-2008,1394.65,1556.53,-161.88,758.55,603.46,155.09
26-11-2008,1298.95,1715.77,-416.82,852.09,490.04,362.05
28-11-2008,2027.21,1858.67,168.54,1208.85,587.61,621.24
02-12-2008,3161.79,3659.85,-498.06,1202.97,851.81,351.16
03-12-2008,3962.67,3834.73,127.94,752.32,1280.38,-528.06
05-12-2008,2322.01,2532.58,-210.57,909.89,668.88,241.01
06-12-2008,3164.42,4375.62,-1211.2,1135.43,634.99,500.44
08-12-2008,2445.6,3132.79,-687.19,1151.5,1159.15,-7.65
09-12-2008,2377.28,3874.95,-1497.67,1273.64,578.23,695.41
11-12-2008,1040.97,1776.11,-735.14,779.15,563.67,215.48
12-12-2008,1520,1536.52,-16.52,886.49,560.68,325.81
15-12-2008,1775.65,1545.17,230.48,836.32,793.6,42.72
16-12-2008,1620.3,1613.88,6.42,816.46,855.86,-39.4
17-12-2008,2298.15,2486.8,-188.65,927.03,1024.85,-97.82
18-12-2008,2151.95,2185.12,-33.17,967.78,1323.77,-355.99
19-12-2008,2161.37,1782.94,378.43,1238.55,827.7,410.85
22-12-2008,960.14,1151.63,-191.49,733.17,525.62,207.55
23-12-2008,657.34,921.39,-264.05,705.49,617.31,88.18
24-12-2008,1091.26,1235.52,-144.26,1197.12,583.14,613.98
26-12-2008,207.09,552,-344.91,582.66,589.61,-6.95
29-12-2008,819.26,814.84,4.42,683.76,440.55,243.21
30-12-2008,885.05,670.1,214.95,699.73,324.08,375.65
31-12-2008,588.79,506.94,81.85,810.4,436.44,373.96
01-01-2009,260.28,168.24,92.04,598.23,437.82,160.41
04-01-2009,1688.99,1515.24,173.75,622.22,610.62,11.6
06-01-2009,3595.98,3316.31,279.67,1660.4,1857.14,-196.74
07-01-2009,1439.39,1253.81,185.58,899.91,976.29,-76.38
09-01-2009,2444.21,3080.15,-635.94,1759.07,1392.18,366.89
10-01-2009,4334.59,3358.13,976.46,1326.97,1658.6,-331.63
12-01-2009,2951.44,2372.35,579.09,1149.17,1274.24,-125.07
13-01-2009,1598.79,1944.57,-345.78,825.63,673.05,152.58
14-01-2009,1655.45,1564.01,91.44,551.96,540.98,10.98
15-01-2009,1326.66,1810.99,-484.33,838.22,663.1,175.12
16-01-2009,803.68,1389.09,-585.41,877.88,477.15,400.73
19-01-2009,769.63,1133,-363.37,544.52,268.55,275.97
20-01-2009,786.51,1094.66,-308.15,714.31,529.26,185.05
21-01-2009,863.51,1650.13,-786.62,927.22,644.49,282.73
22-01-2009,1232.91,1537.36,-304.45,671.53,667.57,3.96
23-01-2009,957.65,1480.56,-522.91,1078.06,874.08,203.98
27-01-2009,1348.99,1577.55,-228.56,940.64,801,139.64
28-01-2009,1539.53,1756.85,-217.32,1259.91,658.03,601.88
29-01-2009,2066.04,2150.68,-84.64,1529.16,949.05,580.11
30-01-2009,1301.52,1365.67,-64.15,1132.93,734.54,398.39
01-02-2009,842.3,721.12,121.18,910.03,671.51,238.52
02-02-2009,1239.19,1364.87,-125.68,642.06,803.44,-161.38
03-02-2009,825.22,1405.65,-580.43,856.33,522.2,334.13
04-02-2009,2709.2,2017.64,691.56,1507.66,1252.95,254.71
06-02-2009,3757.39,3990.68,-233.29,1615.88,2040.02,-424.14
07-02-2009,2256.64,2009.38,247.26,1522.07,1309.42,212.65
12-02-2009,3535.72,2650.07,885.65,1560.79,1774.43,-213.64
13-02-2009,1233.91,1247.06,-13.15,774.71,558.34,216.37
16-02-2009,1119.75,1165.08,-45.33,757.48,567.96,189.52
17-02-2009,1125.52,1587.73,-462.21,961.38,682.96,278.42
18-02-2009,960.41,1248.86,-288.45,525.58,423.24,102.34
19-02-2009,809.57,1173.05,-363.48,578.54,470.1,108.44
20-02-2009,956.27,1157.44,-201.17,742.66,575.48,167.18
24-02-2009,703.32,1134.5,-431.18,778.32,419.61,358.71
25-02-2009,831.33,1215.7,-384.37,752.76,384.92,367.84
26-02-2009,1613.09,1887.03,-273.94,1196.69,852.16,344.53
27-02-2009,1824.15,2287.18,-463.03,1181.59,532.33,649.26
02-03-2009,1137.8,1416.69,-278.89,704.56,712.31,-7.75
03-03-2009,641.28,1382.61,-741.33,904.94,381.37,523.57
06-03-2009,3350.36,3317.56,32.8,1428.23,1375.34,52.89
07-03-2009,1985.55,1774.73,210.82,1178.03,879.45,298.58
08-03-2009,1748.87,1401.86,347.01,884.72,823.71,61.01
09-03-2009,1924.3,1996.99,-72.69,1381.35,998.86,382.49
11-03-2009,2839.92,3714.18,-874.26,2159.11,1407.16,751.95
12-03-2009,2340.48,2006.41,334.07,1129.83,1329.74,-199.91
13-03-2009,2187.88,1888.65,299.23,1076.65,683.97,392.68
16-03-2009,1318.24,1420.58,-102.34,810.18,556.79,253.39
17-03-2009,1602.29,1187.17,415.12,657.66,810.36,-152.7
18-03-2009,1719.9,1497.76,222.14,1189.44,663.1,526.34
19-03-2009,1298.13,1275.13,23,622.57,641.32,-18.75
20-03-2009,1108.73,1257.91,-149.18,600.9,694.93,-94.03
23-03-2009,1466.95,1090.72,376.23,1177.45,800.94,376.51
24-03-2009,2077.6,1575.84,501.76,1290.55,1483.54,-192.99
25-03-2009,1832.55,1483.9,348.65,851.64,842.72,8.92
26-03-2009,3517.12,2226.38,1290.74,1452.36,1914.23,-461.87
27-03-2009,1906.29,1825.86,80.43,816.61,773.63,42.98
30-03-2009,1422.45,1874.77,-452.32,929.48,978.86,-49.38
31-03-2009,1674.34,2257.99,-583.65,2120.72,1081.65,1039.07
02-04-2009,1253.86,1280.94,-27.08,792.64,508.64,284
03-04-2009,889.13,1383.35,-494.22,692.02,573.16,118.86
05-04-2009,3764.58,2347.3,1417.28,1155.64,1248.24,-92.6
06-04-2009,3527.7,3062.36,465.34,1352.23,1882.43,-530.2
08-04-2009,2707.94,2488.84,219.1,1487.37,1234.08,253.29
09-04-2009,1912.07,2311.99,-399.92,986.9,992.25,-5.35
11-04-2009,2676.48,2442.17,234.31,1723.15,1165.96,557.19
12-04-2009,2029.41,1831.27,198.14,1036.44,1093.08,-56.64
13-04-2009,2041.24,1460.75,580.49,844.73,996.98,-152.25
15-04-2009,3893.83,3209.33,684.5,1646.8,1356.58,290.22
16-04-2009,3101.83,2622.74,479.09,839.7,1963.94,-1124.24
17-04-2009,2488.25,1818.4,669.85,1410.38,1227.68,182.7
20-04-2009,1812.02,1463.97,348.05,956.63,847.73,108.9
21-04-2009,1467.71,1658.72,-191.01,827.16,1014.85,-187.69
22-04-2009,1406.05,1406.88,-0.83,1005.99,923.74,82.25
23-04-2009,1402.94,1161.81,241.13,1122.86,697.03,425.83
24-04-2009,1966.97,1390.2,576.77,948.07,932.76,15.31
27-04-2009,2097.57,1840.19,257.38,1071.18,1003.12,68.06
28-04-2009,1485.62,1742.47,-256.85,916.74,1118.89,-202.15
29-04-2009,2853.31,2488.08,365.23,1124.76,1528.75,-403.99
01-05-2009,1714.63,1245.07,469.56,982.13,761.31,220.82
02-05-2009,1211.65,1238.62,-26.97,419.64,520.36,-100.72
03-05-2009,1533.35,2124.27,-590.92,1127.91,648.87,479.04
05-05-2009,2862.56,2354.05,508.51,958.99,1088.84,-129.85
06-05-2009,4022.61,3190.66,831.95,1436.44,1916.57,-480.13
08-05-2009,1857.12,2547.65,-690.53,1083.12,1107.02,-23.9
10-05-2009,3735.95,4045.96,-310.01,1211.39,1779.14,-567.75
11-05-2009,2015.84,1888.9,126.94,1337.04,1137.54,199.5
13-05-2009,6082.6,1975.64,4106.96,957.19,851.46,105.73
14-05-2009,1550.33,1852.25,-301.92,1039.62,785.32,254.3
15-05-2009,2672.13,1688.27,983.86,1340.6,908.13,432.47
18-05-2009,56.91,12.27,44.64,41.62,50.03,-8.41
19-05-2009,12405.89,7613.33,4792.56,2658.97,4623.16,-1964.19
20-05-2009,5631.8,6617.33,-985.53,2311.03,2306.04,4.99
21-05-2009,3766.9,3769.04,-2.14,1550.76,1922.24,-371.48
22-05-2009,2388.69,3150.35,-761.66,1420.21,985.68,434.53
25-05-2009,2380.73,1952.76,427.97,1380.14,1182.46,197.68
26-05-2009,2237.63,2434.65,-197.02,1154.58,1292.77,-138.19
27-05-2009,3957.85,3588.05,369.8,2190.65,1505.01,685.64
28-05-2009,5877.39,4017.8,1859.59,1942.55,2393.8,-451.25
29-05-2009,5537.57,5264.8,272.77,2549.55,1676.55,873
01-06-2009,2276.4,1902.38,374.02,831.75,843.56,-11.81
02-06-2009,1273.17,1155.94,117.23,518.2,386.53,131.67
03-06-2009,1788.28,2062.96,-274.68,672.6,373.66,298.94
04-06-2009,2628.42,2431.68,196.74,948.71,1030.47,-81.76
05-06-2009,2799.68,2268.76,530.92,1170.85,1199.11,-28.26
07-06-2009,2137.3,3620.33,-1483.03,2663.35,1847.64,815.71
08-06-2009,2509.11,2880.52,-371.41,1524.08,1266.68,257.4
10-06-2009,4060.84,4217.81,-156.97,1354.51,2122.08,-767.57
11-06-2009,3390.14,2803.12,587.02,1347.32,1110.7,236.62
15-06-2009,2217.05,2628.59,-411.54,1129.42,1716.05,-586.63
16-06-2009,2050.76,2779.27,-728.51,1351.9,1206.78,145.12
17-06-2009,2060.67,2424.66,-363.99,1651.15,1082.05,569.1
18-06-2009,2037.96,2622.83,-584.87,1878.4,1339.51,538.89
19-06-2009,1848.44,1877.52,-29.08,1558.05,1144.85,413.2
22-06-2009,1586.64,1886.93,-300.29,1349.44,935.7,413.74
23-06-2009,1917.65,2572.62,-654.97,1701.44,1383.02,318.42
24-06-2009,1551.93,2343.78,-791.85,1661.94,933.68,728.26
25-06-2009,4024.92,5507.74,-1482.82,2490.58,1372.53,1118.05
26-06-2009,2512.02,1960.88,551.14,1546.78,1212.83,333.95
29-06-2009,2390.09,2097.65,292.44,1371.32,1227.48,143.84
30-06-2009,2942.84,2834.96,107.88,1697.34,1499.36,197.98
01-07-2009,2496.52,3607.77,-1111.25,1103.47,1608.96,-505.49
05-07-2009,1874.19,1485.86,388.33,832.55,790.15,42.4
07-07-2009,2258.29,3179.68,-921.39,2021.53,1231.37,790.16
08-07-2009,1925.66,2976.47,-1050.81,1726,1311.57,414.43
09-07-2009,3001.83,1941.21,1060.62,1457.03,1307.07,149.96
10-07-2009,4007.09,3372.55,634.54,1668.72,1367.12,301.6
12-07-2009,1898.86,2090.36,-191.5,1113.79,1299.04,-185.25
13-07-2009,1360.52,1919.75,-559.23,1555.53,813.27,742.26
14-07-2009,1778.09,1690.86,87.23,1092.83,892.54,200.29
15-07-2009,2134.55,1879.09,255.46,1261.15,988.18,272.97
16-07-2009,2516.6,2484.23,32.37,1266.13,1301.15,-35.02
17-07-2009,2786.83,2644.68,142.15,1709.76,1174.4,535.36
20-07-2009,2498.66,1935.46,563.2,1473.82,1321.97,151.85
21-07-2009,2392.5,2643.36,-250.86,1216.88,1224.32,-7.44
22-07-2009,2811.89,2745.05,66.84,1314.55,1539.13,-224.58
23-07-2009,5116.02,4604.08,511.94,1408.89,1443.05,-34.16
24-07-2009,3061.7,2398.68,663.02,1302.52,1509.07,-206.55
27-07-2009,2946.97,2507.43,439.54,1381.31,1660.28,-278.97
28-07-2009,3459.31,3518.07,-58.76,1682.61,1234.39,448.22
29-07-2009,2533.12,2701.91,-168.79,1703.66,1577.43,126.23
30-07-2009,4759.84,4393.03,366.81,1962.92,2249.59,-286.67
31-07-2009,2875.31,2293.19,582.12,1642.11,1326,316.11
04-08-2009,3750.95,3177.62,573.33,869.6,1247.82,-378.22
05-08-2009,3108.57,3209.46,-100.89,895.29,984.68,-89.39
06-08-2009,2424.2,2438.67,-14.47,1019.38,1895.3,-875.92
07-08-2009,2002.64,2830.65,-828.01,1983.81,1389.74,594.07
09-08-2009,3907.76,2916.01,991.75,1605.64,1399.39,206.25
10-08-2009,4090.81,4466.81,-376,1810.13,1830.96,-20.83
12-08-2009,2809.96,1966.78,843.18,1087.3,1591.28,-503.98
13-08-2009,2698.97,2068.03,630.94,1285.34,1102.49,182.85
14-08-2009,1535.22,1661.32,-126.1,1220.88,777.14,443.74
17-08-2009,1583.39,2809.88,-1226.49,1744.91,1284.59,460.32
18-08-2009,1658.39,2380.23,-721.84,1327.46,860.02,467.44
19-08-2009,1992.12,2614.18,-622.06,867.91,784.14,83.77
20-08-2009,1766.64,2204.83,-438.19,1343.26,853.84,489.42
21-08-2009,2414.84,1882.04,532.8,1069.99,974.27,95.72
24-08-2009,2489.5,1777.96,711.54,1338.32,1063.26,275.06
25-08-2009,1930.59,2189.73,-259.14,1445.19,1008.6,436.59
26-08-2009,2289.71,1911.17,378.54,1612.74,1484.09,128.65
27-08-2009,2920.51,2961.98,-41.47,1772.3,1743.08,29.22
28-08-2009,2128.65,1574.34,554.31,1340.7,1335.24,5.46
31-08-2009,2573.76,2844.61,-270.85,1370.83,1352.18,18.65
01-09-2009,2836.68,3187.23,-350.55,1158.45,1171.71,-13.26
02-09-2009,1290.27,1004.88,285.39,650.51,696.49,-45.98
03-09-2009,974.01,1058.95,-84.94,680.25,380.53,299.72
04-09-2009,2076.63,1905.71,170.92,1208.45,900.06,308.39
06-09-2009,3841.61,2886.3,955.31,1448.84,1592.05,-143.21
07-09-2009,2164.88,2710.43,-545.55,1295.04,716.88,578.16
09-09-2009,3085.48,2892.12,193.36,1619.41,1380.72,238.69
10-09-2009,3127.01,3171.28,-44.27,1806.91,1720.19,86.72
11-09-2009,2206.36,1728.67,477.69,1118.01,1405.27,-287.26
12-09-2009,2055.83,2433.15,-377.32,1347.98,1329.11,18.87
14-09-2009,1621.53,1665.93,-44.4,1168.69,1174.8,-6.11
15-09-2009,2856.46,2080.36,776.1,1541.45,1408.01,133.44
16-09-2009,3631.16,2525.52,1105.64,1723.46,1580.01,143.45
17-09-2009,6122.95,3363.49,2759.46,1820.48,1634.24,186.24
18-09-2009,4155.4,2669.32,1486.08,1213.82,1719.2,-505.38
22-09-2009,2754.2,1901.47,852.73,894.92,1434.06,-539.14
23-09-2009,4331.49,2582.5,1748.99,1637.48,1137.01,500.47
24-09-2009,5772.87,4711.35,1061.52,1593.65,2210.42,-616.77
25-09-2009,2101.97,2139.69,-37.72,1175.86,948.6,227.26
29-09-2009,3360.48,2645.98,714.5,1151.69,1059.92,91.77
30-09-2009,4281.06,3206.53,1074.53,2109.93,1950.18,159.75
02-10-2009,1688.12,1319.16,368.96,471.52,588.51,-116.99
06-10-2009,3890.44,3152.35,738.09,2539.74,1949.86,589.88
07-10-2009,1713.69,2617.01,-903.32,1432.58,546.45,886.13
08-10-2009,2539.36,3179.28,-639.92,1188.3,1102.16,86.14
09-10-2009,2966.21,2498.16,468.05,1294.52,1418.19,-123.67
11-10-2009,2995.19,2736.02,259.17,1757.15,1574.89,182.26
12-10-2009,2556.62,2262.58,294.04,1255.92,1186.69,69.23
14-10-2009,4247,2803.22,1443.78,1468.82,1665.73,-196.91
15-10-2009,3900.33,3147.85,752.48,1158.78,1601.86,-443.08
16-10-2009,3346.39,2769.61,576.78,1466.81,1459.82,6.99
20-10-2009,3079.01,2803.12,275.89,1195.77,1336.57,-140.8
21-10-2009,2729.21,3241.02,-511.81,1366.28,1657.19,-290.91
22-10-2009,2540.07,3039.35,-499.28,1665.04,1683.11,-18.07
23-10-2009,2731.87,3210.67,-478.8,1352.82,1179.83,172.99
26-10-2009,2108.28,2111.02,-2.74,1381.17,1552.33,-171.16
27-10-2009,3372.85,3921.62,-548.77,2122.23,1980.67,141.56
28-10-2009,2536.3,3259.96,-723.66,2127.35,1231.12,896.23
29-10-2009,2994.99,5541.66,-2546.67,2653.79,1676.73,977.06
30-10-2009,3966.63,3390.58,576.05,2400,1807.07,592.93
02-11-2009,903.24,938,-34.76,472.96,548.23,-75.27
05-11-2009,1622.8,1542.92,79.88,700.49,717.8,-17.31
06-11-2009,3361.27,2574.7,786.57,1946.28,1388.14,558.14
08-11-2009,2191.36,2368.83,-177.47,1451.61,822.74,628.87
09-11-2009,2641.22,2412.45,228.77,1126.17,1420.37,-294.2
11-11-2009,3034.51,2172.67,861.84,1458.97,1368.45,90.52
12-11-2009,2156.5,1818.04,338.46,1523.92,1531.09,-7.17
13-11-2009,2156.51,1685.39,471.12,1076.34,1101.74,-25.4
16-11-2009,2446.31,1901.67,544.64,843.31,1137.95,-294.64
17-11-2009,2376.47,1913.05,463.42,931.18,1166.72,-235.54
18-11-2009,2597.45,2185.32,412.13,1091.23,1347.96,-256.73
19-11-2009,2056.64,2515.82,-459.18,1235.81,1119.02,116.79
20-11-2009,2049.92,2513.81,-463.89,1314.97,1296.51,18.46
23-11-2009,1901.53,2069.94,-168.41,1191.3,1058.96,132.34
24-11-2009,2351.23,2181.54,169.69,1210.84,1357.67,-146.83
25-11-2009,2041.1,2372.75,-331.65,1296.35,1154.66,141.69
26-11-2009,2857.74,2927.94,-70.2,1929.59,1779.04,150.55
27-11-2009,1449.17,2506.35,-1057.18,2394.92,1696.25,698.67
30-11-2009,2801.78,2345.67,456.11,1394.65,924.94,469.71
01-12-2009,1770.13,2333.7,-563.57,1168.09,950.26,217.83
02-12-2009,891.64,1076.96,-185.32,517.12,432.75,84.37
03-12-2009,1863.16,2050.02,-186.86,725.96,498.86,227.1
05-12-2009,2438.16,1985.98,452.18,1093.42,915.68,177.74
06-12-2009,2854.94,2385.59,469.35,1338.32,1589.03,-250.71
08-12-2009,2260.82,2765.81,-504.99,1536.57,1345.99,190.58
10-12-2009,3055.64,2092.51,963.13,1041.32,1316.2,-274.88
11-12-2009,2517.64,2448.88,68.76,1544.05,1652.86,-108.81
14-12-2009,1829.1,1766.83,62.27,1212.42,1103.5,108.92
15-12-2009,2259.23,2265.37,-6.14,1273.19,1234.5,38.69
16-12-2009,2142.4,2497.65,-355.25,1381.57,1106.65,274.92
17-12-2009,2356.45,2163.63,192.82,1225.62,1092.34,133.28
18-12-2009,2227.95,2434.8,-206.85,1391.31,1060.36,330.95
21-12-2009,1836.24,2128.18,-291.94,1180.71,826.88,353.83
22-12-2009,1209.27,1319.33,-110.06,1301.03,790.44,510.59
23-12-2009,1922.85,1153.32,769.53,1411.14,1398.12,13.02
24-12-2009,1537.81,830.98,706.83,1197.37,1308.48,-111.11
29-12-2009,1452.98,1506.71,-53.73,979.6,976.41,3.19
30-12-2009,1294.94,1181.47,113.47,1164.2,1095.09,69.11
31-12-2009,2625.95,2109.85,516.1,1402.79,1874.95,-472.16
02-01-2010,2035.96,2530.62,-494.66,1130.61,930.78,199.83
04-01-2010,2405.62,2299.22,106.4,1665.25,1212.92,452.33
06-01-2010,1801.93,2328.42,-526.49,1220.02,1009.4,210.62
07-01-2010,1549.36,1709.97,-160.61,1153.52,1160.22,-6.7
09-01-2010,2683.31,2323.5,359.81,1210.05,1041.49,168.56
10-01-2010,4563.5,2738.3,1825.2,1594.87,2265.95,-671.08
11-01-2010,3039.5,2327.69,711.81,1631.33,1702.63,-71.3
12-01-2010,3516.48,3024.6,491.88,1250.84,1450.69,-199.85
13-01-2010,3530.52,3816.36,-285.84,1552.01,1429.92,122.09
14-01-2010,3592.26,3904.27,-312.01,2011.35,1482.23,529.12
15-01-2010,2010.27,2940.36,-930.09,1945.99,1265.04,680.95
18-01-2010,2577.75,2424.85,152.9,993,1014.46,-21.46
19-01-2010,2123.88,2485.55,-361.67,1396.48,1373.94,22.54
20-01-2010,2655.82,2927.15,-271.33,1803.72,1459.31,344.41
21-01-2010,2673.32,3527.07,-853.75,1810.6,1579.24,231.36
22-01-2010,3068.98,5484.47,-2415.49,3336.17,1382.2,1953.97
25-01-2010,1618.08,2620.68,-1002.6,1783.82,1067.6,716.22
27-01-2010,2942.73,5155.02,-2212.29,3151.18,1675.77,1475.41
28-01-2010,3319.92,6132.98,-2813.06,3113.1,1133.52,1979.58
29-01-2010,2966.14,3962.23,-996.09,2328.14,1317.12,1011.02
02-02-2010,2475.64,2930.65,-455.01,1047.24,1005.31,41.93
03-02-2010,3759.14,2423.82,1335.32,1274.08,2251.44,-977.36
06-02-2010,2220.86,2387.36,-166.5,1331.64,1166.48,165.16
07-02-2010,1809.09,2114.32,-305.23,1019.21,992.95,26.26
08-02-2010,2639.35,1911.21,728.14,810.51,983.31,-172.8
09-02-2010,2036.77,1954.46,82.31,1056.74,1175.02,-118.28
11-02-2010,3334.47,2873.59,460.88,1161.49,1363.73,-202.24
12-02-2010,4114.46,3728.34,386.12,1317.29,1542.33,-225.04
15-02-2010,1659.38,1463.39,195.99,601.93,715.9,-113.97
16-02-2010,1697.46,1311.74,385.72,988.97,1441.71,-452.74
17-02-2010,2371.45,1851.23,520.22,1159.07,961.93,197.14
18-02-2010,1791.04,2142.21,-351.17,829.52,952.19,-122.67
19-02-2010,1965.83,1947.92,17.91,1075.33,1472.46,-397.13
22-02-2010,1440.48,1542.06,-101.58,903.21,786.61,116.6
23-02-2010,2000.06,1449.37,550.69,838.21,1017.95,-179.74
24-02-2010,2354.15,1868.61,485.54,870.45,1025.12,-154.67
25-02-2010,2363.07,2957.85,-594.78,1698.83,1372.91,325.92
26-02-2010,3542.94,2701.71,841.23,1611.02,2470.65,-859.63
02-03-2010,2335.86,1939.73,396.13,1003.21,1002.75,0.46
03-03-2010,2900.6,1941.43,959.17,1317.31,1504.02,-186.71
05-03-2010,1553.32,1940.37,-387.05,829.57,936.58,-107.01
06-03-2010,2109.86,1703.64,406.22,1103.05,1024.04,79.01
08-03-2010,3047.36,2439.94,607.42,948.17,1100.69,-152.52
09-03-2010,2016.26,1733.24,283.02,759.6,883.1,-123.5
11-03-2010,3224.34,2236.73,987.61,1419.67,1790.29,-370.62
15-03-2010,2216.71,1557.01,659.7,1048.35,1176.8,-128.45
16-03-2010,2013.65,1635.81,377.84,1010.94,1169.49,-158.55
17-03-2010,2562.73,1746.79,815.94,1350.53,1648.25,-297.72
18-03-2010,2458.17,1973.5,484.67,1152.47,1205.62,-53.15
19-03-2010,2632.29,2348.04,284.25,1416.8,1304.11,112.69
22-03-2010,2069.09,1766.31,302.78,1220.71,1253.85,-33.14
23-03-2010,2385.54,2025.79,359.75,1078.06,1151.45,-73.39
25-03-2010,5099.04,4445.82,653.22,1633.81,1790,-156.19
26-03-2010,3009.29,2418.39,590.9,1329.37,1279.96,49.41
29-03-2010,2950.31,1887.49,1062.82,1346.85,1617.3,-270.45
30-03-2010,2670.32,2091.03,579.29,1324.36,1224.25,100.11
31-03-2010,2778.13,2344.61,433.52,1425.37,1781.95,-356.58
01-04-2010,1614.83,1001.41,613.42,3726.11,1395.86,2330.25
02-04-2010,1730.04,1885.42,-155.38,1451.5,1210.11,241.39
03-04-2010,2476.63,1842.82,633.81,952.31,1588.2,-635.89
05-04-2010,2753.83,2783.51,-29.68,858.58,1296.66,-438.08
06-04-2010,1962.9,1861.99,100.91,903.52,1030.13,-126.61
08-04-2010,2715.7,2027.01,688.69,1016.87,1292.76,-275.89
10-04-2010,4193.91,2929.8,1264.11,1139.91,1937.74,-797.83
11-04-2010,10201.95,4726.5,5475.45,2792.17,1917.82,874.35
13-04-2010,3285.44,3156.92,128.52,1563.54,1310.67,252.87
15-04-2010,3928.02,3828.32,99.7,1222,1298.87,-76.87
16-04-2010,2475.96,2232.66,243.3,1038.69,1227.6,-188.91
19-04-2010,1606.27,2361.78,-755.51,1380,810.36,569.64
20-04-2010,2418.67,2575.32,-156.65,1345.12,1243.84,101.28
21-04-2010,2730.87,2647.91,82.96,1181.12,1155.87,25.25
22-04-2010,3288.38,2770.08,518.3,1608.22,1426.36,181.86
23-04-2010,2844.92,2505.62,339.3,1077.12,1048.03,29.09
26-04-2010,2121.55,1887.32,234.23,821.96,895.65,-73.69
27-04-2010,2701.19,2865.48,-164.29,993.73,992.64,1.09
28-04-2010,2566.17,2697.3,-131.13,1894.25,1570.15,324.1
29-04-2010,3889.56,3799.12,90.44,1402.45,1135.69,266.76
30-04-2010,3469.23,3113.68,355.55,1516.21,1298.6,217.61
01-05-2010,3337.48,2367.19,970.29,1904.87,1604.98,299.89
02-05-2010,1517.98,3244.76,-1726.78,2090.05,921.07,1168.98
03-05-2010,2623.08,1709.74,913.34,1049.16,1710.42,-661.26
04-05-2010,2374.53,1608.46,766.07,1392.47,989.14,403.33
05-05-2010,2027.22,3616.9,-1589.68,1832.47,1141.32,691.15
08-05-2010,2845.14,2772.12,73.02,917.46,1105.27,-187.81
10-05-2010,4243.32,3572.2,671.12,1021.72,1824.67,-802.95
13-05-2010,2362.29,2377.86,-15.57,1338.01,1115.61,222.4
14-05-2010,2135.25,2516.67,-381.42,1296.15,1131.51,164.64
17-05-2010,1653,2877.29,-1224.29,1406.98,1025.09,381.89
18-05-2010,2154.53,2594.23,-439.7,1387.79,1061.18,326.61
19-05-2010,2403.76,3787.67,-1383.91,1794.64,1738.29,56.35
20-05-2010,2158.57,2815.8,-657.23,1847.8,1126.65,721.15
21-05-2010,1831.38,3371.7,-1540.32,2053.48,1236.56,816.92
24-05-2010,2262.37,3257.69,-995.32,1909.96,802.54,1107.42
25-05-2010,1761.74,3225.93,-1464.19,1810.67,1404.55,406.12
26-05-2010,3668.51,3835.17,-166.66,1226.52,1161.66,64.86
27-05-2010,3924.39,4457.46,-533.07,1669.13,1258.69,410.44
28-05-2010,2510.01,2100.33,409.68,1206.09,863.46,342.63
31-05-2010,2301.28,1714.77,586.51,902.78,976.55,-73.77
01-06-2010,3380.3,2719.75,660.55,1564.46,1850.56,-286.1
04-06-2010,2361.15,2099.45,261.7,1400.46,1319.39,81.07
05-06-2010,1908.88,2846.63,-937.75,1339.27,959.31,379.96
07-06-2010,1919.42,1577.07,342.35,934.75,1018.96,-84.21
08-06-2010,2668.91,2003.97,664.94,954.93,1295.52,-340.59
09-06-2010,2750.18,1803.65,946.53,1816.24,1424.11,392.13
10-06-2010,4861.39,3018.95,1842.44,1724.02,2700.48,-976.46
12-06-2010,2724.21,2925.83,-201.62,1093.2,1407.09,-313.89
14-06-2010,1956.64,1608.84,347.8,951.51,992.94,-41.43
15-06-2010,2375.04,1784.95,590.09,762.79,1114.25,-351.46
16-06-2010,2531.8,1747.88,783.92,1076.65,1247.41,-170.76
